id,source_files,source_lines,owner,claim_type,subtype,claim_text,expected_value,doc_says,code_says,vps_says,status,suggested_fix,notes
c-0460,docs/architecture/langfuse-integration-status.md,20,owned,concrete,pr_status,PR #1 is closed as superseded,closed,,,,UNVERIFIABLE,,
c-0461,docs/architecture/langfuse-integration-status.md,21,owned,concrete,pr_branch,PR #5 is the clean replacement branch from current main,PR #5 branched from main,,,,UNVERIFIABLE,,
c-0462,docs/architecture/langfuse-integration-status.md,28,owned,concrete,env_var,PAPERCLIP_RUN_ID is a run-identity variable on the direct hermes_local path,PAPERCLIP_RUN_ID,,"./modules/paperclip/scripts/paperclip-issue-update.sh:100:if [[ -z ""${PAPERCLIP_API_URL:-}"" || -z ""${PAPERCLIP_API_KEY:-}"" || -z ""${PAPERCLIP_RUN_ID:-}"" ]]; then
./modules/paperclip/scripts/paperclip-issue-update.sh:101:  printf 'Missing PAPERCLIP_API_URL, PAPERCLIP_API_KEY, or PAPERCLIP_RUN_ID.\n' ",PAPERCLIP_RUN_ID not present in any env file,MATCH,,
c-0463,docs/architecture/langfuse-integration-status.md,29,owned,concrete,env_var,HERMES_RUN_ID is a run-identity variable on the direct hermes_local path,HERMES_RUN_ID,,"./modules/hermes-agent/agent/langfuse_probe.py:117:        self.trace_id = _env_first(""LANGFUSE_TRACE_ID"", ""HERMES_RUN_ID"", ""PAPERCLIP_RUN_ID"") or str(uuid.uuid4())
./modules/hermes-agent/agent/langfuse_probe.py:165:            (""HERMES_RUN_ID"", ""hermes_run_id""),
./modules/hermes-agent/tests/agent/t",HERMES_RUN_ID not present in any env file,MATCH,,
c-0464,docs/architecture/langfuse-integration-status.md,30,owned,concrete,env_var,LANGFUSE_TRACE_ID is a run-identity variable on the direct hermes_local path,LANGFUSE_TRACE_ID,,"./modules/hermes-agent/agent/langfuse_probe.py:117:        self.trace_id = _env_first(""LANGFUSE_TRACE_ID"", ""HERMES_RUN_ID"", ""PAPERCLIP_RUN_ID"") or str(uuid.uuid4())
./modules/hermes-agent/tests/agent/test_langfuse_probe.py:15:        ""LANGFUSE_TRACE_ID"",
./modules/hermes-agent/tests/agent/test_langf",LANGFUSE_TRACE_ID not present in any env file,MATCH,,
c-0465,docs/architecture/langfuse-integration-status.md,32,owned,behavioral,id_equality,"For active Paperclip-driven Hermes runs, PAPERCLIP_RUN_ID, HERMES_RUN_ID, and LANGFUSE_TRACE_ID hold the same run ID",PAPERCLIP_RUN_ID == HERMES_RUN_ID == LANGFUSE_TRACE_ID,,,,UNVERIFIABLE,,
c-0466,docs/architecture/langfuse-integration-status.md,36,owned,behavioral,trace_ownership,Hermes emits the caller-side Langfuse generation observation for OpenAI-compatible chat completions,Hermes is the source of OpenAI-compatible chat completion generation observations,,,,UNVERIFIABLE,,
c-0467,docs/architecture/langfuse-integration-status.md,37,owned,concrete,trace_field,Langfuse trace records provider,provider,,,,UNVERIFIABLE,,
c-0468,docs/architecture/langfuse-integration-status.md,37,owned,concrete,trace_field,Langfuse trace records model,model,,,,UNVERIFIABLE,,
c-0469,docs/architecture/langfuse-integration-status.md,38,owned,concrete,trace_field,Langfuse trace records base-url host,base-url host,,,,UNVERIFIABLE,,
c-0470,docs/architecture/langfuse-integration-status.md,38,owned,concrete,trace_field,Langfuse trace records streaming flag,streaming flag,,,,UNVERIFIABLE,,
c-0471,docs/architecture/langfuse-integration-status.md,38,owned,concrete,trace_field,Langfuse trace records status,status,,,,UNVERIFIABLE,,
c-0472,docs/architecture/langfuse-integration-status.md,38,owned,concrete,trace_field,Langfuse trace records latency,latency,,,,UNVERIFIABLE,,
c-0473,docs/architecture/langfuse-integration-status.md,38,owned,concrete,trace_field,Langfuse trace records API mode,API mode,,,,UNVERIFIABLE,,
c-0474,docs/architecture/langfuse-integration-status.md,38,owned,concrete,trace_field,Langfuse trace records error class,error class,,,,UNVERIFIABLE,,
c-0475,docs/architecture/langfuse-integration-status.md,39,owned,concrete,trace_field,Langfuse trace records Paperclip correlation metadata when present,Paperclip correlation metadata (conditional),,,,UNVERIFIABLE,,
c-0476,docs/architecture/langfuse-integration-status.md,39,owned,behavioral,capture_policy,Raw prompt and final assistant-output capture is explicit opt-in (default off),"raw content capture defaults to disabled, opt-in",,,,UNVERIFIABLE,,
c-0477,docs/architecture/langfuse-integration-status.md,73,owned,concrete,path,Companion doc langfuse-donna-confidence-gate.md exists in the same directory,docs/architecture/langfuse-donna-confidence-gate.md,,path exists: docs/architecture/langfuse-donna-confidence-gate.md,,MATCH,,
c-0478,docs/architecture/langfuse-integration-status.md,83,owned,concrete,git_branch,Remote branch origin/integration/langfuse-traceability exists (slated for deletion),origin/integration/langfuse-traceability,,origin/integration/langfuse-traceability,,MATCH,,
c-0479,docs/architecture/langfuse-integration-status.md,84,owned,concrete,git_branch,Local branch integration/langfuse-traceability exists (slated for deletion),integration/langfuse-traceability,,,,UNVERIFIABLE,,
c-0480,docs/architecture/langfuse-integration-status.md,85,owned,concrete,path,Local checkout studio54-langfuse exists (slated for retirement),studio54-langfuse,,,,UNVERIFIABLE,,
c-0481,docs/architecture/node-roles.md,7,owned,concrete,file_path,current-state.md exists as a sibling document describing actual layout,current-state.md,,path missing: current-state.md,,MATCH,,
c-0482,docs/architecture/node-roles.md,8,owned,concrete,file_path,north-star.md exists as a sibling document describing target layout,north-star.md,,path missing: north-star.md,,MATCH,,
c-0483,docs/architecture/node-roles.md,9,owned,concrete,file_path,deployment-model.md was removed in the Phase 0 trim and no longer exists,deployment-model.md absent,,path missing: deployment-model.md absent,,MATCH,,
c-0484,docs/architecture/node-roles.md,59,owned,concrete,service_name,VPS hub owns a host-native executive runtime named Hermes,Hermes,,"./modules/hermes-agent/agent/bedrock_adapter.py:1:""""""AWS Bedrock Converse API adapter for Hermes Agent.
./modules/hermes-agent/agent/bedrock_adapter.py:57:            ""Or install Hermes with Bedrock support: pip install -e '.[bedrock]'""
./modules/hermes-agent/agent/nous_rate_guard.py:8:(3 SDK retrie",,MATCH,,
c-0485,docs/architecture/node-roles.md,75,owned,behavioral,deployment_mode,"On Donna, Hermes is host-native (runs directly on the host, not containerized) on the VPS hub",Hermes runs host-native on Donna VPS hub,,,,UNVERIFIABLE,,
c-0486,docs/architecture/node-roles.md,75,owned,concrete,hostname,The VPS hub is named Donna,Donna,,,,UNVERIFIABLE,,
c-0487,docs/architecture/honcho-memory-topology.md,134,owned,concrete,path_template,Inner Hermes per-company HERMES_HOME path template is /paperclip/instances/<instance-id>/companies/<company-id>/hermes-home,/paperclip/instances/<instance-id>/companies/<company-id>/hermes-home,,,,UNVERIFIABLE,,
c-0488,docs/architecture/honcho-memory-topology.md,168,owned,concrete,url,Generated honcho.json baseUrl is http://127.0.0.1:18000,http://127.0.0.1:18000,,,,UNVERIFIABLE,,
c-0489,docs/architecture/honcho-memory-topology.md,168,owned,concrete,port,Honcho service listens on port 18000,18000,,,port 18000 bound by container honcho-api-1,MATCH,,
c-0490,docs/architecture/honcho-memory-topology.md,168,owned,concrete,host_binding,Honcho service binds to loopback 127.0.0.1,127.0.0.1,,,,UNVERIFIABLE,,
c-0491,docs/architecture/honcho-memory-topology.md,169,owned,behavioral,identifier_mapping,Generated honcho.json workspace field is set to the Paperclip company ID,<paperclip-company-id>,,,,UNVERIFIABLE,,
c-0492,docs/architecture/honcho-memory-topology.md,170,owned,concrete,default_value,Generated honcho.json peerName is operator-root,operator-root,,,,UNVERIFIABLE,,
c-0493,docs/architecture/honcho-memory-topology.md,171,owned,concrete,naming_pattern,Generated honcho.json aiPeer follows the pattern paperclip-agent-<agent-id>,paperclip-agent-<agent-id>,,,,UNVERIFIABLE,,
c-0494,docs/architecture/honcho-memory-topology.md,172,owned,concrete,default_value,Generated honcho.json enabled field is true,True,,,,UNVERIFIABLE,,
c-0495,docs/architecture/honcho-memory-topology.md,79,owned,concrete,file_existence,HERMES_HOME contains a .env file,.env,,,,UNVERIFIABLE,,
c-0496,docs/architecture/honcho-memory-topology.md,80,owned,concrete,file_existence,HERMES_HOME contains config.yaml,config.yaml,,,,UNVERIFIABLE,,
c-0497,docs/architecture/honcho-memory-topology.md,81,owned,concrete,file_existence,HERMES_HOME contains SOUL.md,SOUL.md,,,,UNVERIFIABLE,,
c-0498,docs/architecture/honcho-memory-topology.md,82,owned,concrete,directory_existence,HERMES_HOME contains a skills/ directory,skills/,,,,UNVERIFIABLE,,
c-0499,docs/architecture/honcho-memory-topology.md,83,owned,concrete,directory_existence,HERMES_HOME contains a sessions/ directory,sessions/,,,,UNVERIFIABLE,,
c-0500,docs/architecture/honcho-memory-topology.md,84,owned,concrete,directory_existence,HERMES_HOME contains a logs/ directory,logs/,,,,UNVERIFIABLE,,
c-0501,docs/architecture/honcho-memory-topology.md,85,owned,concrete,directory_existence,HERMES_HOME contains a memories/ directory,memories/,,,,UNVERIFIABLE,,
c-0502,docs/architecture/honcho-memory-topology.md,86,owned,concrete,file_existence,HERMES_HOME contains state.db,state.db,,,,UNVERIFIABLE,,
c-0503,docs/architecture/honcho-memory-topology.md,87,owned,concrete,file_existence,HERMES_HOME contains honcho.json when Honcho is enabled,honcho.json,,,,UNVERIFIABLE,,
c-0504,docs/architecture/honcho-memory-topology.md,33,owned,concrete,deployment,Honcho is self-hosted on loopback,self-hosted on loopback,,,,UNVERIFIABLE,,
c-0505,docs/architecture/honcho-memory-topology.md,179,owned,concrete,cli_flag,Prep step accepts --agent-id flag for rerendering honcho.json,--agent-id,,,,UNVERIFIABLE,,
c-0506,docs/architecture/honcho-memory-topology.md,470,owned,concrete,env_var,Honcho service env contract sets PYTHON_DOTENV_DISABLED=1,PYTHON_DOTENV_DISABLED=1,,,PYTHON_DOTENV_DISABLED=1 not present in any env file,MATCH,,
c-0507,docs/architecture/honcho-memory-topology.md,444,owned,concrete,postgres_extension,Embedded Postgres uses pg_trgm extension during create-time wake path,pg_trgm,,,,UNVERIFIABLE,,
c-0508,docs/architecture/honcho-memory-topology.md,145,owned,behavioral,shared_state,Manager and worker agents in current bootstrap share the same company-scoped HERMES_HOME,shared HERMES_HOME per company across manager/worker,,,,UNVERIFIABLE,,
c-0509,docs/architecture/honcho-memory-topology.md,460,owned,behavioral,bootstrap_ordering,Creating a delegated child task already assigned triggers an immediate assignment wake that can fail Paperclip setup before Hermes runs,create-time assignment causes premature wake,,,,UNVERIFIABLE,,
c-0510,docs/architecture/hermes-zero-seed.md,3,owned,concrete,command,Seed command is invoked as ./bin/1215 seed-hermes,./bin/1215 seed-hermes,,"./stack/control/control1215/cli.py:328:    point (`./bin/1215 seed-hermes`) to remember.
./docs/audits/2026-05-01-three-way/claims.curated.yaml:2234:  claim_text: Missing OPENROUTER_API_KEY blocks ./bin/1215 seed-hermes
./docs/audits/2026-05-01-three-way/claims.curated.yaml:2415:  claim_text: ./bin/",,MATCH,,
c-0511,docs/architecture/hermes-zero-seed.md,4,owned,concrete,branch,hermes-zero seed is available on the proto branch,proto,,,,UNVERIFIABLE,,
c-0512,docs/architecture/hermes-zero-seed.md,5,owned,concrete,path,Design rationale lives at docs/architecture/opus-recomendations.md (sibling of this doc),docs/architecture/opus-recomendations.md,,path exists: docs/architecture/opus-recomendations.md,,MATCH,,
c-0513,docs/architecture/hermes-zero-seed.md,18,owned,concrete,path,orchestrator-ceo profile root is /var/lib/hermes/orchestrator-ceo/,/var/lib/hermes/orchestrator-ceo/,,,,UNVERIFIABLE,,
c-0514,docs/architecture/hermes-zero-seed.md,18,owned,concrete,path,hermes-zero profile root is /var/lib/hermes/hermes-zero/,/var/lib/hermes/hermes-zero/,,,,UNVERIFIABLE,,
c-0515,docs/architecture/hermes-zero-seed.md,19,owned,concrete,path,orchestrator-ceo workspace is /var/lib/paperclip/workspaces/orchestrator-ceo/,/var/lib/paperclip/workspaces/orchestrator-ceo/,,,,UNVERIFIABLE,,
c-0516,docs/architecture/hermes-zero-seed.md,19,owned,concrete,path,hermes-zero workspace is /var/lib/paperclip/workspaces/hermes-zero/,/var/lib/paperclip/workspaces/hermes-zero/,,,,UNVERIFIABLE,,
c-0517,docs/architecture/hermes-zero-seed.md,20,owned,concrete,config,hermes-zero memory provider is none,none,,,,UNVERIFIABLE,,
c-0518,docs/architecture/hermes-zero-seed.md,21,owned,concrete,env_var,orchestrator-ceo canary env var is HERMES_CEO_CANARY,HERMES_CEO_CANARY,,"./stack/services/hermes-gateway/tests/test_app.py:99:        ""OPENROUTER_API_KEY=sk-test-abc\nHERMES_CEO_CANARY=TESTCANARY\n"",
./stack/services/hermes-gateway/tests/test_spawn.py:43:        ""HERMES_CEO_CANARY=FAKE_CANARY_XYZ\n""
./stack/services/hermes-gateway/tests/test_spawn.py:143:    assert env[""",HERMES_CEO_CANARY not present in any env file,MATCH,,
c-0519,docs/architecture/hermes-zero-seed.md,21,owned,concrete,env_var,hermes-zero canary env var is HERMES_ZERO_CANARY,HERMES_ZERO_CANARY,,"./stack/services/hermes-gateway/scripts/seed_hermes_zero.sh:11:#   - its own canary (HERMES_ZERO_CANARY)
./stack/services/hermes-gateway/scripts/seed_hermes_zero.sh:34:# Idempotent. Re-running preserves HERMES_ZERO_CANARY. Pass --force to
./stack/services/hermes-gateway/scripts/seed_hermes_zero.sh:1",HERMES_ZERO_CANARY not present in any env file,MATCH,,
c-0520,docs/architecture/hermes-zero-seed.md,32,owned,concrete,count,hermes-zero ships exactly five seed skills,5,,7,,UNVERIFIABLE,,
c-0521,docs/architecture/hermes-zero-seed.md,36,owned,concrete,skill_name,Seed skill 'read-file' exists,read-file,,,,UNVERIFIABLE,,
c-0522,docs/architecture/hermes-zero-seed.md,37,owned,concrete,skill_name,Seed skill 'write-file' exists,write-file,,,,UNVERIFIABLE,,
c-0523,docs/architecture/hermes-zero-seed.md,38,owned,concrete,skill_name,Seed skill 'append-file' exists,append-file,,,,UNVERIFIABLE,,
c-0524,docs/architecture/hermes-zero-seed.md,39,owned,concrete,skill_name,Seed skill 'run-shell' exists,run-shell,,,,UNVERIFIABLE,,
c-0525,docs/architecture/hermes-zero-seed.md,40,owned,concrete,skill_name,Seed skill 'git-commit' exists,git-commit,,,,UNVERIFIABLE,,
c-0526,docs/architecture/hermes-zero-seed.md,40,owned,behavioral,commit_message,git-commit skill prefixes commit messages with '[hermes-zero] ',[hermes-zero] ,,"stack/services/hermes-gateway/skills/hermes-zero/git-commit/scripts/git_commit.py:Auto-prepends ``[hermes-zero] `` to the commit message so tier-0
stack/services/hermes-gateway/skills/hermes-zero/git-commit/scripts/git_commit.py:        help=""Commit message (will be prefixed with '[hermes-zero] ').""",,MATCH,,
c-0527,docs/architecture/hermes-zero-seed.md,43,owned,concrete,path,Skill source tree lives at stack/services/hermes-gateway/skills/hermes-zero/,stack/services/hermes-gateway/skills/hermes-zero/,,,,UNVERIFIABLE,,
c-0528,docs/architecture/hermes-zero-seed.md,44,owned,behavioral,contract_doc,Every seed skill documents its exit-code contract in its SKILL.md,SKILL.md present in every skill dir,,"stack/services/hermes-gateway/skills/hermes-zero/append-file/SKILL.md
stack/services/hermes-gateway/skills/hermes-zero/read-file/SKILL.md
stack/services/hermes-gateway/skills/hermes-zero/write-file/SKILL.md
stack/services/hermes-gateway/skills/hermes-zero/git-commit/SKILL.md
stack/services/hermes-ga",,UNVERIFIABLE,,
c-0529,docs/architecture/hermes-zero-seed.md,52,owned,behavioral,env_load,Seeder reads OPENROUTER_API_KEY from stack/prototype-local/.env if present,OPENROUTER_API_KEY sourced from stack/prototype-local/.env,,"22:#        - OPENROUTER_API_KEY (read from stack/prototype-local/.env if
23:#          present, or HERMES_ZERO_OPENROUTER_API_KEY env var as a
66:# -- OPENROUTER_API_KEY resolution --------------------------------------------
70:openrouter_api_key=""${HERMES_ZERO_OPENROUTER_API_KEY:-}""
81:      OPEN",,UNVERIFIABLE,,
c-0530,docs/architecture/hermes-zero-seed.md,53,owned,behavioral,env_load,Seeder falls back to HERMES_ZERO_OPENROUTER_API_KEY when stack/prototype-local/.env is absent,HERMES_ZERO_OPENROUTER_API_KEY,,"23:#          present, or HERMES_ZERO_OPENROUTER_API_KEY env var as a
70:openrouter_api_key=""${HERMES_ZERO_OPENROUTER_API_KEY:-}""
92:  - export HERMES_ZERO_OPENROUTER_API_KEY=sk-or-v1-...",,MATCH,,
c-0531,docs/architecture/hermes-zero-seed.md,57,owned,behavioral,cli_flag,'./bin/1215 seed-hermes --force' regenerates config/.env/skill tree while preserving the canary,preserves HERMES_ZERO_CANARY across regenerate,,"34:# Idempotent. Re-running preserves HERMES_ZERO_CANARY. Pass --force to
53:    --force) force=1 ;;
141:# Re-run with --force to regenerate.
232:  (pass --force to regenerate; --enable-langfuse to opt into tracing)",,UNVERIFIABLE,,
c-0532,docs/architecture/hermes-zero-seed.md,60,owned,behavioral,cli_flag,'./bin/1215 seed-hermes --enable-langfuse' opts into Langfuse tracing for tier-0 (off by default),Langfuse tracing disabled by default; --enable-langfuse opts in,,"14:#   - NO Langfuse (observability optional — see --enable-langfuse)
54:    --enable-langfuse) enable_langfuse=1 ;;
163:# Langfuse observability (optional; --enable-langfuse was passed).
232:  (pass --force to regenerate; --enable-langfuse to opt into tracing)",,UNVERIFIABLE,,
c-0533,docs/architecture/hermes-zero-seed.md,63,owned,concrete,path,Underlying seed script is stack/services/hermes-gateway/scripts/seed_hermes_zero.sh,stack/services/hermes-gateway/scripts/seed_hermes_zero.sh,,,,UNVERIFIABLE,,
c-0534,docs/architecture/hermes-zero-seed.md,64,owned,concrete,path,bin/1215 dispatcher exists in repo,bin/1215,,,,UNVERIFIABLE,,
c-0535,docs/architecture/hermes-zero-seed.md,64,owned,behavioral,dispatch,bin/1215 'seed-hermes' subcommand is a thin wrapper that invokes the underlying seed script,bin/1215 seed-hermes calls scripts/seed_hermes_zero.sh,,,,UNVERIFIABLE,,
c-0536,docs/architecture/hermes-zero-seed.md,70,owned,concrete,env_var,HERMES_HOME for tier-0 is /var/lib/hermes/hermes-zero/.hermes,/var/lib/hermes/hermes-zero/.hermes,,,/var/lib/hermes/hermes-zero/.hermes not present in any env file,MATCH,,
c-0537,docs/architecture/hermes-zero-seed.md,71,owned,concrete,path,Hermes CLI binary lives at modules/hermes-agent/.venv/bin/hermes,modules/hermes-agent/.venv/bin/hermes,,,,UNVERIFIABLE,,
c-0538,docs/architecture/hermes-zero-seed.md,74,owned,concrete,env_var,HERMES_ZERO_WORKSPACE expected value is /var/lib/paperclip/workspaces/hermes-zero,/var/lib/paperclip/workspaces/hermes-zero,,"./stack/services/hermes-gateway/scripts/seed_hermes_zero.sh:10:#   - its own workspace at /var/lib/paperclip/workspaces/hermes-zero/
./stack/services/hermes-gateway/scripts/seed_hermes_zero.sh:47:workspace_root=""/var/lib/paperclip/workspaces/hermes-zero""
./stack/services/hermes-gateway/skills/hermes",/var/lib/paperclip/workspaces/hermes-zero not present in any env file,MATCH,,
c-0539,docs/architecture/hermes-zero-seed.md,77,owned,concrete,path,Installed write-file script lives at /var/lib/hermes/hermes-zero/.hermes/skills/hermes-zero/write-file/scripts/write_file.py,/var/lib/hermes/hermes-zero/.hermes/skills/hermes-zero/write-file/scripts/write_file.py,,,,UNVERIFIABLE,,
c-0540,docs/architecture/hermes-zero-seed.md,78,owned,concrete,path,Installed read-file script lives at /var/lib/hermes/hermes-zero/.hermes/skills/hermes-zero/read-file/scripts/read_file.py,/var/lib/hermes/hermes-zero/.hermes/skills/hermes-zero/read-file/scripts/read_file.py,,,,UNVERIFIABLE,,
c-0541,docs/architecture/hermes-zero-seed.md,86,owned,concrete,path,Substrate compose file referenced as stack/prototype-local/docker-compose.substrate.yml,stack/prototype-local/docker-compose.substrate.yml,,,,UNVERIFIABLE,,
c-0542,docs/architecture/hermes-zero-seed.md,98,owned,concrete,path,Tier-0 repo clone path is /var/lib/paperclip/workspaces/hermes-zero/1215-vps/,/var/lib/paperclip/workspaces/hermes-zero/1215-vps/,,,,UNVERIFIABLE,,
c-0543,docs/architecture/hermes-zero-seed.md,102,owned,concrete,timeout,run-shell skill enforces a 120-second hard timeout,120,,"32:        default=120,
33:        help=""Hard timeout in seconds (default 120)."",",,MATCH,,
c-0544,docs/architecture/hermes-zero-seed.md,117,owned,behavioral,dependency_absence,"Seed skills include no broker client, no MinIO client, and no Honcho client",no broker/MinIO/Honcho client imports in seed skills,,"stack/services/hermes-gateway/skills/hermes-zero/README.md:full substrate (broker, MinIO, Honcho, Langfuse) is running. The
stack/services/hermes-gateway/skills/hermes-zero/README.md:broker, never produce Langfuse spans, never write to Honcho. They exist
stack/services/hermes-gateway/skills/hermes-z",,UNVERIFIABLE,,
c-0545,docs/architecture/hermes-zero-seed.md,141,owned,concrete,path,tier-0 environment file lives at /var/lib/hermes/hermes-zero/.hermes/.env,/var/lib/hermes/hermes-zero/.hermes/.env,,,,UNVERIFIABLE,,
c-0546,docs/architecture/langfuse-traceability.md,29,owned,concrete,env_var,Paperclip run ID is exposed as env var PAPERCLIP_RUN_ID,PAPERCLIP_RUN_ID,,"./modules/paperclip/scripts/paperclip-issue-update.sh:100:if [[ -z ""${PAPERCLIP_API_URL:-}"" || -z ""${PAPERCLIP_API_KEY:-}"" || -z ""${PAPERCLIP_RUN_ID:-}"" ]]; then
./modules/paperclip/scripts/paperclip-issue-update.sh:101:  printf 'Missing PAPERCLIP_API_URL, PAPERCLIP_API_KEY, or PAPERCLIP_RUN_ID.\n' ",,MATCH,,
c-0547,docs/architecture/langfuse-traceability.md,30,owned,concrete,env_var,Hermes run ID is exposed as env var HERMES_RUN_ID,HERMES_RUN_ID,,"./modules/hermes-agent/agent/langfuse_probe.py:117:        self.trace_id = _env_first(""LANGFUSE_TRACE_ID"", ""HERMES_RUN_ID"", ""PAPERCLIP_RUN_ID"") or str(uuid.uuid4())
./modules/hermes-agent/agent/langfuse_probe.py:165:            (""HERMES_RUN_ID"", ""hermes_run_id""),
./modules/hermes-agent/tests/agent/t",,MATCH,,
c-0548,docs/architecture/langfuse-traceability.md,31,owned,concrete,env_var,Langfuse trace ID is exposed as env var LANGFUSE_TRACE_ID,LANGFUSE_TRACE_ID,,"./modules/hermes-agent/agent/langfuse_probe.py:117:        self.trace_id = _env_first(""LANGFUSE_TRACE_ID"", ""HERMES_RUN_ID"", ""PAPERCLIP_RUN_ID"") or str(uuid.uuid4())
./modules/hermes-agent/tests/agent/test_langfuse_probe.py:15:        ""LANGFUSE_TRACE_ID"",
./modules/hermes-agent/tests/agent/test_langf",,MATCH,,
c-0549,docs/architecture/langfuse-traceability.md,33,owned,behavioral,adapter_behavior,"Paperclip Hermes adapter stamps PAPERCLIP_RUN_ID, HERMES_RUN_ID, and LANGFUSE_TRACE_ID from the active Paperclip run after adapter env is merged",adapter stamps all three IDs after env merge,,,,UNVERIFIABLE,,
c-0550,docs/architecture/langfuse-traceability.md,34,owned,behavioral,id_equality,"On the hermes_local path, Paperclip run ID == Hermes run ID == Langfuse trace ID",PAPERCLIP_RUN_ID == HERMES_RUN_ID == LANGFUSE_TRACE_ID,,,,UNVERIFIABLE,,
c-0551,docs/architecture/langfuse-traceability.md,40,owned,behavioral,precedence,"Hermes trace ID precedence: LANGFUSE_TRACE_ID, then HERMES_RUN_ID, then PAPERCLIP_RUN_ID, then generated UUID","['LANGFUSE_TRACE_ID', 'HERMES_RUN_ID', 'PAPERCLIP_RUN_ID', 'generated UUID']",,,,UNVERIFIABLE,,
c-0552,docs/architecture/langfuse-traceability.md,47,owned,concrete,env_var,Langfuse host configured via env var LANGFUSE_HOST,LANGFUSE_HOST,,"./modules/local-ai-packaged/docker-compose.yml:146:      - LANGFUSE_HOSTNAME=${LANGFUSE_HOSTNAME:-"":8007""}
./modules/honcho/src/config.py:640:    LANGFUSE_HOST: str | None = None
./modules/hermes-agent/agent/langfuse_probe.py:40:        os.getenv(""LANGFUSE_HOST"", """").strip()
./modules/hermes-agent/a",,MATCH,,
c-0553,docs/architecture/langfuse-traceability.md,48,owned,concrete,env_var,Langfuse public key configured via env var LANGFUSE_PUBLIC_KEY,LANGFUSE_PUBLIC_KEY,,"./modules/honcho/src/telemetry/logging.py:55:    Conditionally apply the @observe decorator only when LANGFUSE_PUBLIC_KEY is present.
./modules/honcho/src/telemetry/logging.py:70:        if settings.LANGFUSE_PUBLIC_KEY:
./modules/honcho/src/config.py:641:    LANGFUSE_PUBLIC_KEY: str | None = None
./",,MATCH,,
c-0554,docs/architecture/langfuse-traceability.md,49,owned,concrete,env_var,Langfuse secret key configured via env var LANGFUSE_SECRET_KEY,LANGFUSE_SECRET_KEY,,"./modules/hermes-agent/agent/langfuse_probe.py:42:        and os.getenv(""LANGFUSE_SECRET_KEY"", """").strip()
./modules/hermes-agent/agent/langfuse_probe.py:236:    secret_key = os.getenv(""LANGFUSE_SECRET_KEY"", """").strip()
./modules/hermes-agent/tests/agent/test_langfuse_probe.py:14:        ""LANGFUSE_S",,MATCH,,
c-0555,docs/architecture/langfuse-traceability.md,45,owned,behavioral,noop_condition,"Langfuse tracing no-ops unless LANGFUSE_HOST, LANGFUSE_PUBLIC_KEY, and LANGFUSE_SECRET_KEY are all present",no-op when any of the three required env vars are missing,,,,UNVERIFIABLE,,
c-0556,docs/architecture/langfuse-traceability.md,51,owned,behavioral,failure_isolation,"Langfuse network, auth, or API failures never fail a Hermes or Paperclip run",Langfuse ingestion is best-effort and non-fatal,,,,UNVERIFIABLE,,
c-0557,docs/architecture/langfuse-traceability.md,78,owned,behavioral,default_capture,By default Hermes records generation metadata without sending request messages or assistant text to Langfuse,raw content capture is opt-in; default off,,,,UNVERIFIABLE,,
c-0558,docs/architecture/langfuse-traceability.md,85,owned,concrete,env_var,Raw content capture is enabled by LANGFUSE_CAPTURE_CONTENT=true,LANGFUSE_CAPTURE_CONTENT=true,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:6978:  claim_text: Raw content capture is enabled by LANGFUSE_CAPTURE_CONTENT=true
./docs/audits/2026-05-01-three-way/claims.curated.yaml:6979:  expected_value: LANGFUSE_CAPTURE_CONTENT=true
./docs/audits/2026-05-01-three-way/claims.curated.yaml",,MATCH,,
c-0559,docs/architecture/langfuse-traceability.md,91,owned,concrete,env_var,Raw content capture is disabled by LANGFUSE_CAPTURE_CONTENT=false,LANGFUSE_CAPTURE_CONTENT=false,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:6990:  claim_text: Raw content capture is disabled by LANGFUSE_CAPTURE_CONTENT=false
./docs/audits/2026-05-01-three-way/claims.curated.yaml:6991:  expected_value: LANGFUSE_CAPTURE_CONTENT=false
./.audit-local/claims.draft.yaml:6990:  claim_text:",,MATCH,,
c-0560,docs/architecture/langfuse-traceability.md,94,owned,concrete,default_value,Default content cap is 32768 characters per input or output payload,32768,,,,UNVERIFIABLE,,
c-0561,docs/architecture/langfuse-traceability.md,97,owned,concrete,env_var,Content cap is configured via env var LANGFUSE_CONTENT_MAX_CHARS with default 32768,LANGFUSE_CONTENT_MAX_CHARS=32768,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:7016:  expected_value: LANGFUSE_CONTENT_MAX_CHARS=32768
./.audit-local/claims.draft.yaml:7016:  expected_value: LANGFUSE_CONTENT_MAX_CHARS=32768
./.audit-local/claims.verified.yaml:8706:  expected_value: LANGFUSE_CONTENT_MAX_CHARS=32768
./.audit",,MATCH,,
c-0562,docs/architecture/langfuse-traceability.md,100,owned,behavioral,truncation_metadata,"When content is truncated, Hermes records truncation metadata on the Langfuse generation observation",truncation metadata recorded on generation observation,,,,UNVERIFIABLE,,
c-0563,docs/architecture/langfuse-traceability.md,115,owned,behavioral,streaming_success_metadata,"On normal streaming success Hermes adds metadata finish_reason=completed, partial_output=false, stream_attempt=<n>","{'finish_reason': 'completed', 'partial_output': False}",,,,UNVERIFIABLE,,
